Company,TypeName,Inches,Ram,Weight,Price,Cpu,Memory,Gpu,OpSys
Dell,Ultrabook,14.0,16.0,3.09,76720,Intel Core i9,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10
Dell,Notebook,15.6,4.0,1.51,120514,Intel Pentium,256GB SSD,AMD Radeon R5,macOS
Apple,2 in 1 Convertible,17.3,8.0,2.69,202877,AMD A9,256GB SSD,Nvidia GeForce GTX 1050,Linux
Razer,Gaming,12.5,8.0,3.0,220395,Intel Pentium,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10 S
Lenovo,Netbook,13.3,8.0,3.07,148058,AMD E-Series,512GB SSD,AMD Radeon R5,Windows 10 S
HP,Ultrabook,17.3,16.0,1.7,91478,Intel Core i5,512GB SSD +  1TB HDD,Intel UHD Graphics 620,No OS
Lenovo,Gaming,17.3,16.0,3.72,229066,Intel Core i5,2TB HDD,Nvidia GeForce GTX 1050,Linux
HP,Netbook,13.3,8.0,1.0,158233,AMD A9,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10 S
Toshiba,2 in 1 Convertible,15.6,8.0,2.25,166761,Intel Core i5,512GB SSD,Nvidia GeForce GTX 1060,macOS
Dell,2 in 1 Convertible,17.3,16.0,3.86,142101,AMD E-Series,2TB HDD,AMD Radeon R5,Chrome OS
Razer,Workstation,14.0,16.0,3.04,109699,AMD E-Series,256GB SSD,Nvidia GeForce GTX 1050,Windows 10
Apple,Notebook,13.3,8.0,1.89,206996,AMD E-Series,2TB HDD,Intel UHD Graphics 620,Linux
Razer,Workstation,12.5,32.0,3.54,247383,Intel Core i7,256GB SSD +  1TB HDD,Intel HD Graphics 620,Windows 10
Razer,Ultrabook,11.6,64.0,3.06,114273,AMD E-Series,512GB SSD +  1TB HDD,AMD Radeon R5,Chrome OS
Razer,Gaming,15.6,8.0,3.93,220380,AMD E-Series,2TB HDD,Nvidia GeForce GTX 1060,Linux
Lenovo,Ultrabook,13.3,8.0,3.69,247200,Intel Core i7,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Chrome OS
HP,Netbook,11.6,16.0,3.22,78745,Intel Pentium,512GB SSD,Intel UHD Graphics 620,Windows 10 S
Samsung,2 in 1 Convertible,11.6,32.0,2.76,147283,Intel Core i3,2TB HDD,AMD Radeon R5,Windows 10 S
Toshiba,Workstation,12.5,32.0,1.41,146301,Intel Core i5,256GB SSD +  1TB HDD,Intel UHD Graphics 620,Windows 10 S
Asus,Workstation,17.3,4.0,1.89,133972,AMD E-Series,512GB SSD,Intel UHD Graphics 620,Chrome OS
Razer,Workstation,12.5,8.0,2.49,194614,Intel Core i5,256GB SSD,Nvidia GeForce GTX 1060,Chrome OS
Acer,Ultrabook,17.3,16.0,3.18,160417,AMD A9,512GB SSD,AMD Radeon R5,Chrome OS
Lenovo,2 in 1 Convertible,17.3,16.0,2.85,116489,Intel Core i5,512GB SSD,Nvidia GeForce GTX 1050,Windows 10
Apple,Gaming,13.3,8.0,2.0,46819,Intel Core i9,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Chrome OS
Asus,Netbook,13.3,32.0,0.92,62779,Intel Pentium,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10 S
Samsung,Gaming,15.6,16.0,2.79,228493,Intel Core i7,2TB HDD,Intel HD Graphics 620,macOS
Acer,Ultrabook,17.3,16.0,1.99,107244,Intel Core i5,512GB SSD +  1TB HDD,Intel UHD Graphics 620,Chrome OS
Samsung,Netbook,11.6,32.0,3.69,80584,Intel Core i5,1TB HDD,Intel HD Graphics 620,macOS
Asus,Workstation,14.0,16.0,0.99,166022,Intel Core i5,512GB SSD,Intel UHD Graphics 620,Windows 10 S
Razer,Notebook,15.6,8.0,3.12,161245,Intel Core i3,1TB HDD,Nvidia GeForce GTX 1060,Chrome OS
Acer,Ultrabook,13.3,16.0,4.48,73032,Intel Core i3,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10
Samsung,Ultrabook,12.5,8.0,1.56,130074,AMD A9,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10
Apple,2 in 1 Convertible,15.6,16.0,2.69,114273,Intel Core i7,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,macOS
HP,Gaming,15.6,8.0,1.25,43036,Intel Core i5,256GB SSD +  1TB HDD,AMD Radeon R5,No OS
Dell,Ultrabook,15.6,16.0,3.28,86356,Intel Core i5,256GB SSD +  1TB HDD,Intel HD Graphics 620,Windows 10
HP,Ultrabook,15.6,8.0,2.99,160364,Intel Core i5,256GB SSD,Intel HD Graphics 620,Windows 10
Asus,Workstation,14.0,4.0,2.45,18052,Intel Core i5,512GB SSD,Nvidia GeForce GTX 1050,Windows 10
Lenovo,Workstation,12.5,8.0,2.88,59377,Intel Core i3,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10 S
Dell,Netbook,12.5,4.0,4.31,235389,Intel Pentium,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10
Toshiba,Notebook,12.5,16.0,1.65,213910,Intel Pentium,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Linux
Apple,2 in 1 Convertible,17.3,16.0,0.99,82819,AMD A9,512GB SSD +  1TB HDD,AMD Radeon R5,Chrome OS
Toshiba,Notebook,11.6,16.0,4.17,128689,Intel Core i9,256GB SSD +  1TB HDD,Intel HD Graphics 620,Windows 10
Acer,Netbook,12.5,8.0,3.09,161692,AMD E-Series,2TB HDD,Intel UHD Graphics 620,No OS
Dell,Workstation,15.6,4.0,4.28,45461,Intel Core i7,1TB HDD,Nvidia GeForce GTX 1060,No OS
Toshiba,Gaming,15.6,4.0,3.17,35750,Intel Pentium,512GB SSD,Intel HD Graphics 620,Windows 10
Toshiba,Workstation,12.5,8.0,3.98,244498,Intel Core i9,512GB SSD,AMD Radeon R5,Windows 10
Samsung,2 in 1 Convertible,12.5,32.0,2.53,234791,Intel Core i5,2TB HDD,Nvidia GeForce GTX 1060,Linux
HP,Workstation,15.6,8.0,3.75,24472,Intel Pentium,256GB SSD,Intel HD Graphics 620,Windows 10
Samsung,2 in 1 Convertible,17.3,8.0,4.37,84263,AMD A9,2TB HDD,Nvidia GeForce GTX 1060,Windows 10
Dell,2 in 1 Convertible,13.3,4.0,3.07,127036,AMD E-Series,256GB SSD,Intel HD Graphics 620,Chrome OS
Dell,2 in 1 Convertible,13.3,8.0,1.59,203674,Intel Pentium,256GB SSD,Intel HD Graphics 620,No OS
Asus,Netbook,12.5,16.0,1.92,40523,AMD A9,2TB HDD,AMD Radeon R5,Linux
Samsung,2 in 1 Convertible,14.0,16.0,1.65,176838,Intel Core i3,512GB SSD,Intel UHD Graphics 620,No OS
MSI,2 in 1 Convertible,12.5,8.0,1.84,118262,AMD E-Series,1TB HDD,AMD Radeon R5,Linux
HP,Gaming,12.5,4.0,2.06,81060,AMD A9,512GB SSD,Intel HD Graphics 620,No OS
Dell,Notebook,13.3,8.0,3.01,24079,Intel Core i9,512GB SSD,Nvidia GeForce GTX 1060,Windows 10
Asus,Ultrabook,15.6,8.0,3.13,154471,Intel Pentium,512GB SSD,AMD Radeon R5,No OS
Samsung,Notebook,12.5,8.0,2.52,75726,Intel Core i3,2TB HDD,Intel UHD Graphics 620,No OS
HP,2 in 1 Convertible,15.6,64.0,3.24,107906,Intel Core i9,2TB HDD,Intel HD Graphics 620,Linux
Samsung,Gaming,15.6,16.0,1.21,31532,AMD A9,2TB HDD,AMD Radeon R5,macOS
Toshiba,Workstation,14.0,16.0,1.23,137689,AMD A9,512GB SSD,AMD Radeon R5,Linux
Asus,Gaming,15.6,8.0,1.55,228429,Intel Core i9,1TB HDD,AMD Radeon R5,Linux
HP,2 in 1 Convertible,13.3,8.0,2.87,58162,Intel Pentium,256GB SSD,AMD Radeon R5,Linux
Razer,Gaming,17.3,16.0,1.71,149821,AMD E-Series,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10 S
Acer,Gaming,17.3,,1.98,26353,Intel Core i3,256GB SSD,Intel UHD Graphics 620,Windows 10 S
Acer,2 in 1 Convertible,11.6,16.0,2.42,127313,Intel Core i5,256GB SSD,Intel UHD Graphics 620,Windows 10 S
HP,Netbook,12.5,8.0,3.99,43477,Intel Core i7,512GB SSD +  1TB HDD,Intel HD Graphics 620,Linux
Samsung,Gaming,13.3,16.0,0.95,170642,AMD E-Series,512GB SSD,Nvidia GeForce GTX 1050,macOS
Asus,Ultrabook,15.6,8.0,3.37,101373,Intel Core i3,1TB HDD,Nvidia GeForce GTX 1060,Linux
Acer,Ultrabook,17.3,32.0,3.44,157509,Intel Core i9,1TB HDD,Intel HD Graphics 620,Windows 10
Asus,Gaming,13.3,16.0,3.93,184176,AMD A9,256GB SSD,Intel HD Graphics 620,macOS
Acer,Netbook,17.3,16.0,4.44,209442,Intel Core i9,512GB SSD +  1TB HDD,AMD Radeon R5,Windows 10 S
Toshiba,Workstation,15.6,4.0,0.98,19551,Intel Core i3,256GB SSD +  1TB HDD,,No OS
Samsung,2 in 1 Convertible,17.3,16.0,1.48,83359,Intel Core i9,512GB SSD,Nvidia GeForce GTX 1050,No OS
Toshiba,Ultrabook,12.5,4.0,4.27,200952,Intel Core i9,256GB SSD,Nvidia GeForce GTX 1060,Chrome OS
Acer,Workstation,12.5,8.0,2.64,158988,Intel Core i7,1TB HDD,Nvidia GeForce GTX 1050,macOS
Razer,Gaming,11.6,4.0,3.05,141150,Intel Pentium,2TB HDD,Intel HD Graphics 620,Windows 10 S
Razer,Workstation,11.6,16.0,3.42,226775,Intel Core i7,2TB HDD,Nvidia GeForce GTX 1050,macOS
Toshiba,Notebook,17.3,8.0,3.48,187517,Intel Core i5,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,macOS
Razer,Ultrabook,13.3,8.0,4.44,62636,Intel Core i5,512GB SSD +  1TB HDD,Intel UHD Graphics 620,No OS
Acer,Gaming,12.5,32.0,4.69,219999,Intel Core i7,256GB SSD,Intel HD Graphics 620,Linux
HP,2 in 1 Convertible,13.3,8.0,3.64,224266,AMD E-Series,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10
Toshiba,Netbook,13.3,16.0,1.99,44685,AMD E-Series,1TB HDD,Nvidia GeForce GTX 1050,Chrome OS
Lenovo,Gaming,17.3,8.0,4.24,66134,Intel Core i9,256GB SSD,AMD Radeon R5,Windows 10 S
Samsung,2 in 1 Convertible,13.3,4.0,1.09,103916,Intel Core i9,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,macOS
Razer,Netbook,12.5,16.0,1.78,122967,AMD A9,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Chrome OS
Razer,Netbook,15.6,4.0,4.31,109455,Intel Core i5,2TB HDD,Intel UHD Graphics 620,macOS
Dell,Gaming,11.6,8.0,1.87,213919,AMD A9,512GB SSD,Intel HD Graphics 620,No OS
MSI,Workstation,15.6,16.0,1.74,186065,Intel Core i5,2TB HDD,Nvidia GeForce GTX 1060,Windows 10
Toshiba,Workstation,13.3,16.0,1.42,190405,Intel Core i7,1TB HDD,Intel HD Graphics 620,No OS
Apple,Netbook,15.6,16.0,4.16,204937,AMD E-Series,1TB HDD,AMD Radeon R5,Chrome OS
Razer,Workstation,12.5,8.0,2.8,225168,Intel Core i9,2TB HDD,Intel HD Graphics 620,Windows 10 S
Samsung,Notebook,12.5,4.0,3.46,64756,AMD E-Series,2TB HDD,Nvidia GeForce GTX 1050,macOS
Lenovo,Netbook,13.3,16.0,1.81,137863,Intel Core i7,256GB SSD +  1TB HDD,AMD Radeon R5,Windows 10
Razer,Netbook,17.3,16.0,3.78,76192,AMD A9,256GB SSD,Intel HD Graphics 620,No OS
Lenovo,2 in 1 Convertible,15.6,16.0,3.79,206758,AMD A9,512GB SSD +  1TB HDD,AMD Radeon R5,Chrome OS
Acer,Workstation,17.3,16.0,2.09,63733,Intel Core i3,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,No OS
Acer,Netbook,17.3,16.0,2.46,40993,Intel Core i9,512GB SSD,Intel HD Graphics 620,macOS
MSI,Notebook,14.0,8.0,1.7,176564,Intel Core i9,2TB HDD,,macOS
HP,2 in 1 Convertible,13.3,8.0,4.61,167053,Intel Core i9,512GB SSD,AMD Radeon R5,Windows 10 S
Apple,Gaming,11.6,16.0,3.35,39143,Intel Core i5,512GB SSD,Intel UHD Graphics 620,Windows 10
Dell,Netbook,12.5,8.0,4.45,223675,AMD A9,256GB SSD +  1TB HDD,AMD Radeon R5,Linux
MSI,Notebook,12.5,8.0,2.05,235524,Intel Core i7,512GB SSD +  1TB HDD,Intel UHD Graphics 620,No OS
Asus,Ultrabook,13.3,32.0,3.87,206349,AMD A9,1TB HDD,Nvidia GeForce GTX 1050,macOS
Dell,Notebook,11.6,32.0,3.81,122044,AMD E-Series,256GB SSD,Nvidia GeForce GTX 1060,Chrome OS
Toshiba,Notebook,12.5,8.0,3.53,196062,Intel Core i5,1TB HDD,Intel UHD Graphics 620,No OS
Samsung,2 in 1 Convertible,13.3,4.0,4.57,143406,Intel Core i9,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10 S
Asus,Gaming,12.5,8.0,2.4,208960,Intel Pentium,1TB HDD,AMD Radeon R5,Windows 10 S
Asus,Ultrabook,17.3,16.0,1.4,84351,Intel Core i3,2TB HDD,Nvidia GeForce GTX 1050,macOS
MSI,Workstation,15.6,32.0,3.45,243444,Intel Core i5,2TB HDD,Intel UHD Graphics 620,macOS
HP,Workstation,15.6,8.0,3.67,196071,AMD E-Series,256GB SSD +  1TB HDD,AMD Radeon R5,macOS
MSI,Notebook,12.5,4.0,3.09,249085,Intel Core i9,512GB SSD,,Linux
Toshiba,2 in 1 Convertible,14.0,32.0,1.69,248883,AMD E-Series,512GB SSD +  1TB HDD,AMD Radeon R5,macOS
Razer,2 in 1 Convertible,11.6,8.0,2.82,85309,AMD E-Series,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,No OS
Razer,Workstation,11.6,16.0,2.09,158518,Intel Core i9,1TB HDD,Nvidia GeForce GTX 1050,No OS
HP,Ultrabook,11.6,64.0,2.52,176805,AMD E-Series,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10
Toshiba,Gaming,17.3,4.0,3.35,134156,Intel Core i7,1TB HDD,AMD Radeon R5,Chrome OS
HP,Ultrabook,11.6,16.0,3.73,91000,Intel Core i3,1TB HDD,Intel HD Graphics 620,macOS
Lenovo,Netbook,15.6,4.0,1.78,194704,Intel Pentium,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,No OS
Razer,Netbook,17.3,8.0,2.44,36576,AMD E-Series,1TB HDD,AMD Radeon R5,No OS
Asus,Gaming,13.3,16.0,1.92,18320,AMD E-Series,512GB SSD,AMD Radeon R5,No OS
Apple,Workstation,11.6,8.0,1.65,156822,AMD A9,1TB HDD,Nvidia GeForce GTX 1050,Linux
Samsung,Gaming,11.6,64.0,3.88,118002,Intel Core i3,512GB SSD,Nvidia GeForce GTX 1060,Chrome OS
Toshiba,2 in 1 Convertible,13.3,16.0,4.36,199535,Intel Core i5,512GB SSD +  1TB HDD,Intel HD Graphics 620,Windows 10 S
Dell,Netbook,11.6,8.0,2.31,41572,Intel Core i3,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,No OS
HP,Notebook,13.3,8.0,,32948,Intel Core i3,2TB HDD,AMD Radeon R5,macOS
Samsung,Notebook,17.3,8.0,4.31,131528,Intel Core i9,512GB SSD,Nvidia GeForce GTX 1050,No OS
Dell,Workstation,15.6,8.0,4.12,184898,Intel Core i9,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Chrome OS
Samsung,2 in 1 Convertible,13.3,4.0,1.59,104051,Intel Core i9,256GB SSD +  1TB HDD,Intel UHD Graphics 620,Windows 10 S
Apple,Ultrabook,14.0,8.0,4.53,42867,Intel Pentium,512GB SSD,Nvidia GeForce GTX 1050,Linux
Dell,2 in 1 Convertible,13.3,8.0,2.33,206303,Intel Core i3,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10
MSI,Notebook,11.6,16.0,2.19,212334,Intel Pentium,256GB SSD,Nvidia GeForce GTX 1060,macOS
Acer,Notebook,17.3,16.0,1.14,237428,AMD E-Series,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10
MSI,Netbook,12.5,16.0,2.75,218305,Intel Core i9,256GB SSD +  1TB HDD,Intel HD Graphics 620,Linux
Razer,2 in 1 Convertible,17.3,4.0,1.31,59678,AMD E-Series,512GB SSD +  1TB HDD,AMD Radeon R5,Chrome OS
Acer,2 in 1 Convertible,12.5,8.0,1.84,122561,Intel Core i9,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Chrome OS
MSI,Notebook,13.3,16.0,2.1,27963,Intel Core i7,1TB HDD,Nvidia GeForce GTX 1050,Linux
Acer,Ultrabook,15.6,8.0,3.97,210432,Intel Pentium,512GB SSD +  1TB HDD,Intel HD Graphics 620,No OS
Acer,Workstation,14.0,,4.23,64434,Intel Pentium,256GB SSD +  1TB HDD,AMD Radeon R5,Linux
Asus,Workstation,17.3,16.0,2.05,81617,Intel Core i5,512GB SSD,Nvidia GeForce GTX 1060,macOS
HP,2 in 1 Convertible,11.6,16.0,4.16,166341,AMD A9,256GB SSD,Intel HD Graphics 620,Windows 10 S
HP,Workstation,12.5,16.0,4.16,132569,Intel Core i3,1TB HDD,Nvidia GeForce GTX 1050,Windows 10
Asus,Notebook,11.6,4.0,3.81,222384,Intel Core i5,512GB SSD,Intel UHD Graphics 620,Windows 10
Samsung,Notebook,15.6,16.0,1.46,112352,Intel Pentium,256GB SSD,Intel UHD Graphics 620,Chrome OS
Lenovo,2 in 1 Convertible,12.5,16.0,3.52,94732,Intel Core i5,256GB SSD,Nvidia GeForce GTX 1060,No OS
Samsung,2 in 1 Convertible,17.3,16.0,4.49,122648,Intel Core i7,256GB SSD,Intel HD Graphics 620,Chrome OS
Dell,Netbook,13.3,16.0,3.49,96494,AMD A9,2TB HDD,AMD Radeon R5,macOS
Dell,2 in 1 Convertible,11.6,16.0,2.16,234977,Intel Pentium,512GB SSD,Intel HD Graphics 620,Linux
Acer,Ultrabook,15.6,16.0,2.8,92225,Intel Pentium,1TB HDD,Intel UHD Graphics 620,Windows 10
MSI,Workstation,17.3,4.0,3.35,97867,Intel Core i3,1TB HDD,Nvidia GeForce GTX 1060,macOS
MSI,2 in 1 Convertible,17.3,16.0,2.84,183600,Intel Core i9,256GB SSD,Nvidia GeForce GTX 1050,Chrome OS
HP,Gaming,17.3,16.0,1.36,93972,AMD A9,512GB SSD,Intel HD Graphics 620,Chrome OS
Toshiba,Netbook,17.3,16.0,2.09,211674,Intel Core i7,2TB HDD,Intel UHD Graphics 620,Windows 10
Samsung,Gaming,12.5,8.0,3.95,111261,AMD E-Series,256GB SSD,,Chrome OS
Razer,Notebook,17.3,8.0,4.17,105748,Intel Core i5,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,No OS
Apple,Workstation,11.6,32.0,1.42,179404,Intel Core i3,1TB HDD,Nvidia GeForce GTX 1050,Chrome OS
MSI,2 in 1 Convertible,15.6,16.0,4.52,139481,Intel Pentium,256GB SSD +  1TB HDD,Intel HD Graphics 620,Windows 10 S
Apple,Gaming,12.5,32.0,2.15,237009,AMD E-Series,256GB SSD,AMD Radeon R5,Linux
Acer,Workstation,17.3,16.0,3.42,144529,Intel Core i7,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Chrome OS
Apple,Notebook,14.0,16.0,3.76,225001,AMD A9,1TB HDD,Intel UHD Graphics 620,Windows 10 S
Razer,Ultrabook,14.0,16.0,3.99,215278,Intel Core i5,2TB HDD,Intel UHD Graphics 620,macOS
Asus,Netbook,15.6,32.0,4.49,237209,Intel Core i3,512GB SSD,AMD Radeon R5,Chrome OS
Razer,Workstation,13.3,16.0,2.09,17251,Intel Pentium,1TB HDD,Intel UHD Graphics 620,No OS
Apple,Workstation,13.3,16.0,4.16,191789,Intel Pentium,512GB SSD,Nvidia GeForce GTX 1060,macOS
Razer,Ultrabook,12.5,8.0,1.4,114108,AMD E-Series,512GB SSD,AMD Radeon R5,Chrome OS
Lenovo,Workstation,12.5,8.0,3.58,173099,AMD E-Series,2TB HDD,Intel UHD Graphics 620,Windows 10
Acer,Notebook,12.5,16.0,,112382,Intel Core i5,2TB HDD,Intel HD Graphics 620,Windows 10 S
Samsung,Notebook,13.3,8.0,3.48,232623,AMD A9,256GB SSD,Intel UHD Graphics 620,Windows 10 S
Asus,Ultrabook,14.0,8.0,1.86,24583,Intel Core i7,256GB SSD,Nvidia GeForce GTX 1060,Windows 10
MSI,Netbook,13.3,8.0,4.22,65387,Intel Core i9,1TB HDD,Nvidia GeForce GTX 1050,Linux
Dell,2 in 1 Convertible,11.6,8.0,1.54,38104,AMD A9,2TB HDD,Nvidia GeForce GTX 1050,No OS
Samsung,Gaming,17.3,8.0,1.1,27224,AMD A9,512GB SSD +  1TB HDD,Intel UHD Graphics 620,Windows 10 S
Dell,2 in 1 Convertible,12.5,8.0,3.63,75624,AMD A9,1TB HDD,Nvidia GeForce GTX 1050,macOS
Acer,Workstation,14.0,32.0,2.71,202130,Intel Core i9,256GB SSD +  1TB HDD,Intel UHD Graphics 620,No OS
Asus,Gaming,15.6,16.0,4.13,119320,Intel Core i5,512GB SSD,Nvidia GeForce GTX 1060,Windows 10 S
HP,Ultrabook,15.6,8.0,2.36,242444,Intel Core i9,512GB SSD,Nvidia GeForce GTX 1050,Linux
MSI,Ultrabook,17.3,4.0,1.54,175371,Intel Core i5,256GB SSD,Intel HD Graphics 620,macOS
Lenovo,Netbook,14.0,16.0,4.08,93572,Intel Core i9,512GB SSD +  1TB HDD,Intel UHD Graphics 620,No OS
HP,Gaming,13.3,8.0,2.99,100469,Intel Core i7,2TB HDD,Nvidia GeForce GTX 1050,macOS
Acer,Notebook,13.3,16.0,1.62,92928,AMD A9,2TB HDD,Nvidia GeForce GTX 1060,Windows 10
Samsung,Gaming,11.6,16.0,3.64,219546,Intel Core i5,256GB SSD,,Chrome OS
Lenovo,Workstation,11.6,16.0,2.84,19141,Intel Core i9,256GB SSD +  1TB HDD,,Windows 10
Razer,Notebook,13.3,8.0,3.2,169422,Intel Core i7,1TB HDD,Nvidia GeForce GTX 1060,No OS
Apple,Ultrabook,15.6,16.0,2.65,221154,Intel Core i9,1TB HDD,Nvidia GeForce GTX 1060,Chrome OS
Lenovo,Gaming,12.5,8.0,4.05,85871,Intel Pentium,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10
Acer,2 in 1 Convertible,15.6,32.0,4.05,151149,Intel Core i7,256GB SSD,Intel UHD Graphics 620,Chrome OS
Toshiba,Netbook,11.6,16.0,3.6,61015,AMD A9,256GB SSD,AMD Radeon R5,Windows 10 S
Apple,2 in 1 Convertible,17.3,8.0,1.3,217219,Intel Core i3,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,macOS
Dell,Netbook,13.3,8.0,4.09,205252,AMD A9,1TB HDD,Nvidia GeForce GTX 1060,Chrome OS
MSI,Workstation,11.6,8.0,3.45,186929,Intel Core i3,256GB SSD,AMD Radeon R5,Windows 10 S
Dell,2 in 1 Convertible,11.6,16.0,3.55,247268,Intel Core i7,2TB HDD,Nvidia GeForce GTX 1060,Linux
Lenovo,Gaming,12.5,8.0,2.28,205912,Intel Pentium,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10
Dell,Gaming,13.3,16.0,4.24,74902,Intel Pentium,1TB HDD,Nvidia GeForce GTX 1050,Linux
Acer,2 in 1 Convertible,12.5,8.0,3.66,20577,Intel Core i5,256GB SSD +  1TB HDD,AMD Radeon R5,No OS
Razer,Gaming,13.3,16.0,1.33,35002,Intel Pentium,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10 S
Samsung,Workstation,12.5,16.0,2.45,65711,AMD E-Series,512GB SSD,Nvidia GeForce GTX 1060,Linux
MSI,Notebook,15.6,16.0,4.27,54451,Intel Core i7,2TB HDD,Intel UHD Graphics 620,Linux
Dell,Workstation,17.3,16.0,1.08,245883,Intel Core i5,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10 S
Dell,Netbook,17.3,8.0,4.55,195175,Intel Pentium,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,macOS
Lenovo,Workstation,13.3,4.0,3.48,174719,Intel Core i7,256GB SSD,Intel HD Graphics 620,Chrome OS
Samsung,Netbook,14.0,16.0,,49831,AMD A9,512GB SSD,Intel HD Graphics 620,No OS
HP,Gaming,11.6,8.0,1.93,246376,Intel Pentium,256GB SSD +  1TB HDD,Intel HD Graphics 620,No OS
Dell,Notebook,11.6,8.0,1.85,111498,Intel Core i9,256GB SSD,Intel HD Graphics 620,Windows 10
Acer,Gaming,13.3,4.0,4.48,143949,Intel Core i3,2TB HDD,Nvidia GeForce GTX 1060,Chrome OS
Toshiba,Ultrabook,12.5,8.0,2.03,110119,Intel Core i7,512GB SSD,Nvidia GeForce GTX 1060,Windows 10
MSI,Gaming,14.0,4.0,3.85,81830,Intel Core i5,1TB HDD,Intel UHD Graphics 620,No OS
Dell,Netbook,15.6,32.0,2.39,95632,AMD A9,256GB SSD,Nvidia GeForce GTX 1060,Chrome OS
Acer,Gaming,12.5,8.0,1.43,51833,AMD E-Series,512GB SSD +  1TB HDD,Intel HD Graphics 620,Linux
Acer,Gaming,12.5,,,238936,AMD A9,256GB SSD +  1TB HDD,AMD Radeon R5,macOS
MSI,Notebook,13.3,4.0,2.97,39398,Intel Pentium,512GB SSD,AMD Radeon R5,Linux
HP,Gaming,13.3,16.0,4.61,76554,Intel Core i3,256GB SSD,Nvidia GeForce GTX 1050,macOS
Acer,Notebook,11.6,8.0,2.3,65755,AMD A9,1TB HDD,Nvidia GeForce GTX 1050,Windows 10 S
Toshiba,2 in 1 Convertible,13.3,32.0,2.26,163778,AMD E-Series,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10
Acer,Ultrabook,13.3,32.0,2.21,168412,Intel Core i9,256GB SSD +  1TB HDD,AMD Radeon R5,Windows 10
Acer,Notebook,13.3,8.0,2.88,79994,Intel Core i5,256GB SSD,Intel HD Graphics 620,Windows 10 S
Acer,Netbook,11.6,32.0,2.57,78884,Intel Core i7,1TB HDD,Intel HD Graphics 620,Chrome OS
Razer,2 in 1 Convertible,15.6,64.0,4.24,99361,Intel Core i3,2TB HDD,Intel HD Graphics 620,Windows 10 S
Razer,Notebook,15.6,16.0,2.82,32482,AMD E-Series,2TB HDD,Nvidia GeForce GTX 1060,No OS
HP,Notebook,13.3,16.0,2.83,69225,Intel Pentium,512GB SSD,Nvidia GeForce GTX 1060,Windows 10 S
Dell,Ultrabook,11.6,8.0,1.43,204921,Intel Pentium,256GB SSD,Intel UHD Graphics 620,macOS
Acer,Netbook,15.6,16.0,4.63,89854,Intel Pentium,512GB SSD,Intel HD Graphics 620,No OS
Samsung,Workstation,12.5,4.0,1.85,56256,Intel Core i3,2TB HDD,Intel HD Graphics 620,Windows 10 S
Dell,Workstation,15.6,4.0,1.18,123721,AMD A9,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10
HP,Notebook,15.6,64.0,3.42,96110,Intel Core i3,512GB SSD,Nvidia GeForce GTX 1060,Linux
Asus,Gaming,11.6,8.0,3.16,128606,Intel Pentium,1TB HDD,Intel UHD Graphics 620,macOS
Dell,Netbook,12.5,16.0,2.48,29650,Intel Core i9,512GB SSD +  1TB HDD,Intel UHD Graphics 620,macOS
